Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Alibaba Cloud ApsaraDB for PolarDB,"A cloud-native relational database compatible with MySQL, PostgreSQL, and Oracle. Designed for business critical applications.",Relational DBMS,,"Score,0.33,Rank,#304,Overall,#138,Relational DBMS",www.alibabacloud.com/product/polardb,www.alibabacloud.com/help/doc-detail/58764.htm,,,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Machbase,TimeSeries DBMS for AIoT and BigData,Time Series DBMS,,"Score,0.33,Rank,#305,Overall,#24,Time Series DBMS",www.machbase.com,machbase.atlassian.net/wiki/spaces/MAN/overview,,2013,,commercial,free test version available,no,,,,,,,,,,,,,,,,,,,,,,
TransLattice,,Relational DBMS,,"Score,0.32,Rank,#306,Overall,#139,Relational DBMS",www.translattice.com,,,2007,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Alibaba Cloud Log Service,"A complete real-time data logging service that supports collection, consumption, shipping, search, and analysis of logs.",Search engine,,"Score,0.31,Rank,#307,Overall,#21,Search engines",www.alibabacloud.com/product/log-service,www.alibabacloud.com/help/product/28958.htm,,2016,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Ultipa,"High performance,Graph DBMS,supporting HTAP high availability cluster deployment",Graph DBMS,,"Score,0.31,Rank,#308,Overall,#27,Graph DBMS",www.ultipa.com,www.ultipa.com/document,,2019,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
ArcadeDB,"Fast and scalable multi-model DBMS, originally forked from,OrientDB,but most of the code has been rewritten","Document store,Graph DBMS,Key-value store,Time Series DBMS",,"Score,0.31,Rank,#309,Overall,#44,Document stores,#28,Graph DBMS,#43,Key-value stores,#25,Time Series DBMS",arcadedb.com,docs.arcadedb.com,,2021,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
GeoSpock,Spatial and temporal data processing engine for extreme data scale,Relational DBMS,,"Score,0.31,Rank,#310,Overall,#140,Relational DBMS",geospock.com,docs.geospock.com/Content/Home.htm,,,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Fluree,"A,Graph DBMS,built with blockchain technology",Graph DBMS,,"Score,0.30,Rank,#311,Overall,#29,Graph DBMS",flur.ee,,,2018,,Open Source,open-sourced in October 2020,no,,,,,,,,,,,,,,,,,,,,,,
Manticore Search,"Multi-storage database for search, including full-text search.",Search engine,,"Score,0.30,Rank,#312,Overall,#22,Search engines",manticoresearch.com,manual.manticoresearch.com,,2017,,Open Source,GPL version 2,no,,,,,,,,,,,,,,,,,,,,,,
Dydra,,RDF store,,"Score,0.30,Rank,#313,Overall,#16,RDF stores",dydra.com/about,,,2010,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
TerminusDB,"Scalable,Graph Database,platform making enterprise data available by exploiting inferred entities and relationships",Graph DBMS,,"Score,0.30,Rank,#314,Overall,#30,Graph DBMS",terminusdb.com,terminusdb.github.io/terminusdb/#,,2018,,Open Source,GPL V3,no,,,,,,,,,,,,,,,,,,,,,,
Sparksee,,Graph DBMS,,"Score,0.29,Rank,#315,Overall,#31,Graph DBMS",sparsity-technologies.com/#sparksee,,,2008,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Linter,RDBMS for high security requirements,Relational DBMS,,"Score,0.28,Rank,#316,Overall,#141,Relational DBMS",linter.ru/en,,,1990,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Riak TS,"Riak TS is a distributed NoSQL database optimized for time series data and based on,Riak KV",Time Series DBMS,,"Score,0.28,Rank,#317,Overall,#26,Time Series DBMS",riak.com/products/riak-ts,,,2015,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Tibco ComputeDB,Distributed in-memory data store for real-time operational analytics based on Apache Spark,Relational DBMS,,"Score,0.27,Rank,#318,Overall,#142,Relational DBMS",community.tibco.com/products/tibco-computedb,docs.tibco.com/products/tibco-computedb-enterprise-edition,,2015,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
RDFox,High performance knowledge graph and semantic reasoning engine,"Graph DBMS,RDF store",,"Score,0.27,Rank,#319,Overall,#32,Graph DBMS,#17,RDF stores",www.oxfordsemantic.tech,docs.oxfordsemantic.tech,,2017,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Qdrant,"A high-performance vector similarity,Search Engine,and vector Database with neural network or semantic-based matching",Search engine,,"Score,0.27,Rank,#320,Overall,#23,Search engines","github.com/qdrant/qdrant,qdrant.tech",qdrant.tech/documentation,,2021,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Immudb,An open source immutable (append-only) database with cryptographic verification which makes it tamper-resistant and fully auditable.,Key-value store,,"Score,0.27,Rank,#321,Overall,#44,Key-value stores","github.com/codenotary/immudb,www.codenotary.com/technologies/immudb",docs.immudb.io,Codenotary,2020,,Open Source,Apache Version 2.0,no,,Go,"BSD,Linux,macOS,Solaris,Windows,z/OS",schema-free,,no,yes,SQL-like syntax,"gRPC protocol,PostgreSQL wire protocol",".Net,Go,Java,JavaScript (Node.js),Python",,,Sharding,,no,Immediate Consistency,,,yes,yes,no,
LeanXcale,A highly scalable full ACID SQL database with fast NoSQL data ingestion and GIS capabilities,"Key-value store,Relational DBMS",,"Score,0.26,Rank,#322,Overall,#45,Key-value stores,#143,Relational DBMS",www.leanxcale.com,,LeanXcale,2015,,commercial,,no,,,,yes,,,,yes,"JDBC,Kafka Connector,ODBC,proprietary key/value interface,Spark Connector","C,Java,Scala",,,,,no,Immediate Consistency,,,yes,yes,yes,
NEventStore,A persistence agnostic Event Store for .NET,Event Store,,"Score,0.26,Rank,#323,Overall,#2,Event Stores",neventstore.org,,,2011,,Open Source,MIT-License,no,,,,,,,,,,,,,,,,,,,,,,
Actian PSQL,RDBMS used for embedded databases,Relational DBMS,,"Score,0.26,Rank,#324,Overall,#144,Relational DBMS",www.actian.com/data-management/psql-embedded-database,,,1982,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
AnzoGraph DB,"Scalable graph database built for online analytics and data harmonization with MPP scaling, high-performance analytical algorithms and reasoning, and virtualization","Graph DBMS,RDF store",,"Score,0.25,Rank,#325,Overall,#33,Graph DBMS,#18,RDF stores",www.cambridgesemantics.com/anzograph,docs.cambridgesemantics.com/anzograph/userdoc/home.htm,Cambridge Semantics,2018,,commercial,free trial version available,no,,,Linux,Schema-free and OWL/RDFS-schema support,,no,no,SPARQL and SPARQL* as primary query language. Cypher preview.,"Apache Mule,gRPC,JDBC,Kafka,OData access for BI tools,OpenCypher,RESTful HTTP API,SPARQL","C++,Java,Python",,,Automatic sharding,Multi-source replication in MPP-Cluster,Kerberos/HDFS data loading,Immediate Consistency in MPP-Cluster,,,yes,yes,yes,Access rights for users and roles
Skytable,"A free and open-source,Key-value Store,that aims to provide flexible data modeling at scale. Formerly also know as TerrabaseDB.",Key-value store,,"Score,0.25,Rank,#326,Overall,#46,Key-value stores","github.com/skytable/skytable,skytable.io",docs.skytable.io,,2020,,Open Source,GNU AGPL 3.0,no,,Rust,,,,,,,,,,,,,,,,,,,,
Bangdb,"Converged and high performance database for device data, events, time series, document and graph","Document store,Graph DBMS,Time Series DBMS",,"Score,0.25,Rank,#327,Overall,#45,Document stores,#34,Graph DBMS,#27,Time Series DBMS",bangdb.com,bangdb.com/developer,"Sachin Sinha, BangDB",2012,,Open Source,BSD 3,no,,"C, C++",Linux,schema-free,"yes: string, long, double, int, geospatial, stream, events",no,yes,SQL like support with command line tool,"Proprietary protocol,RESTful HTTP API","C,C#,C++,Java,Python",,,Sharding (enterprise version only). P2P based virtual network overlay with consistent hashing and chord algorithm,"selectable replication factor, Knob for CAP (enterprise version only)",no,"Tunable consistency, set CAP knob accordingly",,,"yes, optimistic concurrency control","yes, implements WAL (Write ahead log) as well","yes, run db with in-memory only mode",yes (enterprise version only)
ToroDB,"A MongoDB-compatible JSON document store, built on top of PostgreSQL",Document store,,"Score,0.25,Rank,#328,Overall,#46,Document stores",www.torodb.com,www.torodb.com/stampede/docs,8Kdata,2016,,Open Source,AGPL-V3,no,,Java,All OS with a Java 7 VM,schema-free,yes,no,,,,,,,Sharding,Source-replica replication,,"Eventual Consistency,Immediate Consistency",,,yes,yes,,Access rights for users and roles
STSdb,Key-Value Store with special method for indexing,Key-value store,,"Score,0.25,Rank,#329,Overall,#47,Key-value stores",github.com/STSSoft/STSdb4,,STS Soft SC,2011,,Open Source,"GPLv2, commercial license available",no,,C#,Windows,yes,yes,,no,no,.NET Client API,"C#,Java",,,none,none,no,,,,yes,yes,,no
Tigris,"A horizontally scalable, ACID transactional, document database available both as a fully managed cloud service and for deployment on self-managed infrastructure","Document store,Key-value store,Search engine,Time Series DBMS",,"Score,0.24,Rank,#330,Overall,#47,Document stores,#48,Key-value stores,#24,Search engines,#28,Time Series DBMS",www.tigrisdata.com,www.tigrisdata.com/docs,"Tigris Data, Inc.",2022,,Open Source,Apache Version 2.0,no,,,"Linux,macOS,Windows",yes,yes,no,yes,no,"CLI Client,gRPC,RESTful HTTP API","Go,Java,JavaScript (Node.js)",,,Sharding,yes,,Immediate Consistency,,,yes,"yes, using,FoundationDB",,Access rights for users and roles
Alibaba Cloud Table Store,"A fully managed,Wide Column Store,for large quantities of semi-structured data with real-time access",Wide column store,,"Score,0.24,Rank,#331,Overall,#12,Wide column stores",www.alibabacloud.com/product/table-store,www.alibabacloud.com/help/product/27278.htm,Alibaba,2016,,commercial,,yes,,,hosted,schema-free,yes,no,no,no,HTTP API,"Java,Python",,,Sharding,yes,no,Immediate Consistency,,,yes,yes,no,Access rights based on subaccounts and tokens
Elliptics,Distributed Key-value Store,Key-value store,,"Score,0.24,Rank,#332,Overall,#49,Key-value stores",github.com/reverbrain/elliptics,,,2009,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
BrightstarDB,,RDF store,,"Score,0.24,Rank,#333,Overall,#19,RDF stores",brightstardb.com,,,2012,,Open Source,,no,,C#,,,,,,,,,,,,,,,,,,,,
Upscaledb,"An embedded,key-value store,with SQL-style analytical functions",Key-value store,,"Score,0.23,Rank,#334,Overall,#50,Key-value stores",upscaledb.com,,,2007,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
GreptimeDB,"An open source,Time Series DBMS,built for increased scalability, high performance and efficiency",Time Series DBMS,,"Score,0.23,Rank,#335,Overall,#29,Time Series DBMS",greptime.com,docs.greptime.com,Greptime Inc.,2022,,Open Source,Apache Version 2.0,no,,Rust,"Docker,Linux,macOS",Fixed schema,yes,no,yes,yes,"gRPC,HTTP API",Java,,,Sharding,,no,Immediate Consistency,,,yes,yes,,
Transwarp KunDB,"OLTP DBMS based on a distributed architecture and highly compatible with,MySQL,and,Oracle",Relational DBMS,,"Score,0.23,Rank,#336,Overall,#145,Relational DBMS",www.transwarp.cn/en/product/kundb,,Transwarp,,,commercial,,no,,,,yes,yes,,yes,yes,,,,,horizontal partitioning,,no,Immediate Consistency,,,yes,yes,,yes
XtremeData,,Relational DBMS,,"Score,0.22,Rank,#337,Overall,#146,Relational DBMS",www.xtremedata.com,,,,,commercial,limited edition free,no,,,,,,,,,,,,,,,,,,,,,,
H2GIS,"Spatial extension of,H2",Spatial DBMS,,"Score,0.22,Rank,#338,Overall,#5,Spatial DBMS",www.h2gis.org,www.h2gis.org/docs/home,CNRS,2013,,Open Source,LGPL 3.0,no,,Java,,yes,yes,no,yes,yes,,Java,,,none,yes,no,Immediate Consistency,,,"yes, multi-version concurrency control (MVCC)",yes,yes,yes
Exorbyte,,Search engine,,"Score,0.22,Rank,#339,Overall,#25,Search engines",www.exorbyte.com,,,2000,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Hawkular Metrics,"Hawkular metrics is the metric storage of the Red Hat sponsored Hawkular monitoring system. It is based on,Cassandra,.",Time Series DBMS,,"Score,0.21,Rank,#340,Overall,#30,Time Series DBMS",www.hawkular.org,www.hawkular.org/hawkular-metrics/docs/user-guide,Community supported by Red Hat,2014,,Open Source,Apache 2.0,no,,Java,"Linux,OS X,Windows",schema-free,yes,no,no,no,HTTP REST,"Go,Java,Python,Ruby",,,Sharding,selectable replication factor,no,"Eventual Consistency,Immediate Consistency",,,yes,yes,no,no
Siaqodb,,Object oriented DBMS,,"Score,0.21,Rank,#341,Overall,#17,Object oriented DBMS",www.siaqodb.com,,,,,commercial,,no,,C#,,,,,,,,,,,,,,,,,,,,
XTDB,A general purpose database with bitemporal SQL and Datalog and graph queries,Document store,,"Score,0.21,Rank,#342,Overall,#48,Document stores","github.com/xtdb/xtdb,xtdb.com",xtdb.com/docs,Juxt Ltd.,2019,,Open Source,MIT License,no,,Clojure,"All OS with a Java 8 (and higher) VM,Linux",schema-free,"yes, extensible-data-notation format",no,yes,"limited SQL, making use of Apache Calcite","HTTP REST,JDBC","Clojure,Java",no,no,none,"yes, each node contains all data",no,,no,ACID,yes,"yes, flexibel persistency by using storage technologies like Apache Kafka,,RocksDB,or,LMDB",,
Edge Intelligence,A Big Data Analytics Platform,Relational DBMS,,"Score,0.19,Rank,#343,Overall,#147,Relational DBMS",www.edgeintelligence.com,,,2012,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
HyperLevelDB,"A fork of Google's,LevelDB",Key-value store,,"Score,0.19,Rank,#343,Overall,#51,Key-value stores",github.com/rescrv/HyperLevelDB,,,2010,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
iBoxDB,Transactional embedded database for desktop and mobile applications.,Document store,,"Score,0.19,Rank,#343,Overall,#49,Document stores",www.iboxdb.com,,,2013,,Open Source,,no,,"Java, C#",,,,,,,,,,,,,,,,,,,,
IRONdb,"A distributed,Time Series DBMS,with a focus on scalability, fault tolerance and operational simplicity",Time Series DBMS,,"Score,0.19,Rank,#343,Overall,#31,Time Series DBMS",www.circonus.com/solutions/time-series-database,docs.circonus.com/irondb,Circonus LLC.,2017,,commercial,,no,,C and C++,Linux,schema-free,yes,no,no,SQL-like query language (Circonus Analytics Query Language: CAQL),HTTP API,".Net,C,C++,Clojure,Erlang,Go,Haskell,Java,JavaScript,JavaScript (Node.js),Lisp,Lua,Perl,PHP,Python,R,Ruby,Rust,Scala","yes, in Lua",no,"Automatic, metric affinity per node","configurable replication factor, datacenter aware",no,"Immediate consistency per node, eventual consistency across nodes",no,no,yes,yes,no,no
OrigoDB,A fully ACID in-memory object graph database,"Document store,Object oriented DBMS",,"Score,0.19,Rank,#343,Overall,#49,Document stores,#18,Object oriented DBMS",origodb.com,origodb.com/docs,Robert Friberg et al,2009,,Open Source,,no,,C#,"Linux,Windows",yes,User defined using .NET types and collections,no,yes,no,".NET Client API,HTTP API,LINQ",.Net,yes,yes,horizontal partitioning,Source-replica replication,no,,depending on model,ACID,yes,yes,yes,Role based authorization
TerarkDB,"A,key-value store,forked from,RocksDB,with advanced compression algorithms. It can be used standalone or as a storage engine for,MySQL,and,MongoDB",Key-value store,,"Score,0.19,Rank,#343,Overall,#51,Key-value stores",github.com/Terark/terarkdb,github.com/Terark/terarkdb/wiki,Terark,2016,,commercial,restricted open source version available,no,,C++,,schema-free,no,no,no,no,"C++ API,Java API","C++,Java",no,no,none,none,no,,no,no,yes,yes,yes,no
Acebase,"A fast, low memory, transactional,Document Store,, inspired by,Firebase Realtime Database",Document store,,"Score,0.19,Rank,#349,Overall,#51,Document stores",github.com/appy-one/acebase,,,2018,,Open Source,MIT License,no,,,"server-less, requires a JavaScript environment (browser, Node.js)",,,,,,,,,,,,,,,,,,,
SiteWhere,M2M integration platform for persisting/querying time series data,Time Series DBMS,,"Score,0.18,Rank,#350,Overall,#32,Time Series DBMS",sitewhere.io,sitewhere.io/docs/2.1.0,SiteWhere,2010,,Open Source,Common Public Attribution License Version 1.0,no,,Java,"Linux,OS X,Windows",predefined scheme,yes,no,no,no,HTTP REST,,,,Sharding,selectable replication factor,no,Immediate Consistency,no,no,yes,yes,no,Users with fine-grained authorization concept
Faircom DB,Native high-speed multi-model DBMS for relational and key-value store data simultaneously accessible through SQL and NoSQL APIs.,"Key-value store,Relational DBMS",,"Score,0.18,Rank,#351,Overall,#53,Key-value stores,#148,Relational DBMS",www.faircom.com/products/faircom-db,learn.faircomcorp.com/developers/documentation_directory,FairCom Corporation,1979,,commercial,"Restricted, free version available",no,,"ANSI C, C++","AIX,FreeBSD,HP-UX,Linux,NetBSD,OS X,QNX,SCO,Solaris,VxWorks,Windows","schema free, schema optional, schema required, partial schema,","yes, ANSI SQL Types, JSON, typed binary structures",no,yes,"yes, ANSI SQL with proprietary extensions","ADO.NET,Direct SQL,JDBC,JPA,ODBC,RESTful HTTP/JSON API,RESTful MQTT/JSON API,RPC",".Net,C,C#,C++,Java,JavaScript (Node.js and browser),PHP,Python,Visual Basic",yes,yes,"File partitioning, horizontal partitioning, sharding","yes, configurable to be parallel or serial, synchronous or asynchronous, uni-directional or bi-directional, ACID-consistent or eventually consistent (with custom conflict resolution).",no,"Eventual Consistency,Immediate Consistency,Tunable consistency per server, database, table, and transaction",yes,tunable from ACID to Eventually Consistent,yes,"Yes, tunable from durable to delayed durability to in-memory",yes,Fine grained access rights according to SQL-standard with additional protections for files
RaptorDB,,Document store,,"Score,0.18,Rank,#352,Overall,#52,Document stores",github.com/mgholam/RaptorDB-Document,www.codeproject.com/Articles/375413/RaptorDB-The-Document-Store-2,,,,Open Source,Apache Version 2,no,,C#,,,,,,,,,,,,,,,,,,,,
TomP2P,Distributed Key-Value store,Key-value store,,"Score,0.18,Rank,#353,Overall,#54,Key-value stores",tomp2p.net,,,2004,,Open Source,Apache Version 2,no,,Java,,,,,,,,,,,,,,,,,,,,
EsgynDB,"Enterprise-class SQL-on-Hadoop solution, powered by,Apache Trafodion",Relational DBMS,,"Score,0.18,Rank,#354,Overall,#149,Relational DBMS",www.esgyn.cn,,Esgyn,2015,,commercial,,no,,"C++, Java",Linux,yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC",All languages supporting JDBC/ODBC/ADO.Net,Java Stored Procedures,no,Sharding,Multi-source replication between multi datacenters,yes,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
AntDB,"A scalable, multi-tenant, MPP-architectured,RDBMS,for OLTP and OLAP operations, highly compatible with,Oracle",Relational DBMS,,"Score,0.17,Rank,#355,Overall,#150,Relational DBMS",www.asiainfo.com/en_us/product_aisware_antdb_detail.html,,AsiaInfo Technologies Limited,,,commercial,"community version available at,github.com/ADBSQL/AntDB",no,,,,yes,yes,,yes,SQL2016 compliant,"JDBC,MySQL protocol compliant,ODBC",,,yes,,,,Immediate Consistency,yes,ACID,yes,yes,yes,
JethroData,SQL Query Engine for Hadoop,Relational DBMS,,"Score,0.17,Rank,#356,Overall,#151,Relational DBMS",jethro.io,,JethroData,2013,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
ActorDB,"A distributed, consistent,RDBMS",Relational DBMS,,"Score,0.17,Rank,#357,Overall,#152,Relational DBMS",www.actordb.com,www.actordb.com/docs-about.html,,2014,,Open Source,Mozilla Public License 2.0,no,,,,,,,,,,,,,,,,Immediate Consistency,,,,,,
BigObject,Analytic DBMS for real-time computations and queries,Relational DBMS,,"Score,0.17,Rank,#357,Overall,#152,Relational DBMS",bigobject.io,docs.bigobject.io,"BigObject, Inc.",2015,,commercial,free community edition available,no,,,"Linux,OS X,Windows",yes,yes,no,yes,SQL-like DML and DDL statements,"fluentd,ODBC,RESTful HTTP API",,Lua,no,none,none,no,none,yes,no,yes,yes,yes,no
Blueflood,"Scalable TimeSeries DBMS based on,Cassandra",Time Series DBMS,,"Score,0.17,Rank,#357,Overall,#33,Time Series DBMS",blueflood.io,github.com/rackerlabs/blueflood/wiki,Rackspace,2013,,Open Source,Apache 2.0,no,,Java,"Linux,OS X",predefined scheme,yes,no,no,no,HTTP REST,,no,no,Sharding,selectable replication factor,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,no
SenseiDB,,Document store,,"Score,0.17,Rank,#357,Overall,#53,Document stores",senseidb.github.io/sensei,senseidb.github.io/sensei/overview.html,,2010,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
SiriDB,,Time Series DBMS,,"Score,0.17,Rank,#357,Overall,#33,Time Series DBMS",siridb.com,docs.siridb.com,,2017,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
VelocityDB,,"Graph DBMS,Object oriented DBMS",,"Score,0.17,Rank,#357,Overall,#35,Graph DBMS,#19,Object oriented DBMS",velocitydb.com,velocitydb.com/UserGuide,,2011,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
WhiteDB,,Document store,,"Score,0.17,Rank,#357,Overall,#53,Document stores",whitedb.org,,,2008,,Open Source,GPL V3,no,,,,,,,,,,,,,,,,,,,,,,
Eloquera,,Object oriented DBMS,,"Score,0.17,Rank,#364,Overall,#20,Object oriented DBMS",www.nuget.org/packages/EloqueraDB,,,2008,,commercial,free licenses,no,,,,,,,,,,,,,,,,,,,,,,
Kyoto Tycoon,,Key-value store,,"Score,0.16,Rank,#365,Overall,#55,Key-value stores",dbmx.net//kyototycoon,,,2009,,Open Source,GPL,no,,,,,,,,,,,,,,,,,,,,,,
NosDB,,Document store,,"Score,0.16,Rank,#366,Overall,#55,Document stores",www.alachisoft.com/nosdb,www.alachisoft.com/resources/docs/#nosdb,,2016,,Open Source,Professional and Enterprise Versions available,no,,,,,,,,,,,,,,,,,,,,,,
Alibaba Cloud TSDB,,Time Series DBMS,,"Score,0.16,Rank,#367,Overall,#35,Time Series DBMS",www.alibabacloud.com/product/hitsdb,www.alibabacloud.com/help/doc-detail/55652.htm,,,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
LedisDB,,Key-value store,,"Score,0.16,Rank,#368,Overall,#56,Key-value stores",ledisdb.io,,,2014,,Open Source,MIT-License,no,,,,,,,,,,,,,,,,,,,,,,
Quasardb,,Time Series DBMS,,"Score,0.16,Rank,#369,Overall,#36,Time Series DBMS",quasardb.net,doc.quasar.ai/master,,2009,,commercial,"Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses",no,,,,,,,,,,,,,,,,,,,,,,
IBM Db2 Event Store,,"Event Store,Time Series DBMS",,"Score,0.14,Rank,#370,Overall,#3,Event Stores,#37,Time Series DBMS",www.ibm.com/products/db2-event-store,www.ibm.com/support/knowledgecenter/en/SSGNPV_2.0.0/welcome.html,,2017,,commercial,free developer edition available,no,,,,,,,,,,,,,,,,,,,,,,
Badger,,Key-value store,,"Score,0.13,Rank,#371,Overall,#57,Key-value stores",github.com/dgraph-io/badger,godoc.org/github.com/dgraph-io/badger,,2017,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Fujitsu Enterprise Postgres,,Relational DBMS,,"Score,0.12,Rank,#372,Overall,#154,Relational DBMS",fast.fujitsu.com,fast.fujitsu.com/product-manuals,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
OushuDB,,Relational DBMS,,"Score,0.09,Rank,#373,Overall,#155,Relational DBMS",www.oushu.com/product/oushuDB,www.oushu.com/documentation,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
DataFS,,Object oriented DBMS,,"Score,0.09,Rank,#374,Overall,#21,Object oriented DBMS",newdatabase.com,dev.mobiland.com/Overview.xsp,,2018,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
HGraphDB,,Graph DBMS,,"Score,0.08,Rank,#375,Overall,#36,Graph DBMS",github.com/rayokota/hgraphdb,,,2016,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
InfinityDB,,Key-value store,,"Score,0.07,Rank,#376,Overall,#58,Key-value stores",boilerbay.com,boilerbay.com/infinitydb/manual,,2002,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
AgensGraph,,"Graph DBMS,Relational DBMS",,"Score,0.07,Rank,#377,Overall,#37,Graph DBMS,#156,Relational DBMS",bitnine.net,bitnine.net/documentation,,2016,,Open Source,Apache License 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Warp 10,,Time Series DBMS,,"Score,0.06,Rank,#378,Overall,#38,Time Series DBMS",www.warp10.io,www.warp10.io/content/02_Getting_started,,2015,,Open Source,Apache License 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Yanza,,Time Series DBMS,,"Score,0.04,Rank,#379,Overall,#39,Time Series DBMS",yanza.com,,,2015,,commercial,free version available,no,,,,,,,,,,,,,,,,,,,,,,
SmallSQL,,Relational DBMS,,"Score,0.02,Rank,#380,Overall,#157,Relational DBMS",www.smallsql.de,,,2005,,Open Source,L-GPL,no,,,,,,,,,,,,,,,,,,,,,,
ScaleOut StateServer,,Key-value store,,"Score,0.02,Rank,#381,Overall,#59,Key-value stores",www.scaleoutsoftware.com/products/stateserver,,,2005,,commercial,,no,,"C++, Java",,,,,,,,,,,,,,,,,,,,
SparkleDB,,RDF store,,"Score,0.02,Rank,#382,Overall,#20,RDF stores",sparkledb.com,,,2012,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Resin Cache,,Key-value store,,"Score,0.01,Rank,#383,Overall,#60,Key-value stores",caucho.com,,,1998,,Open Source,"GPLv3, extended commercial license available",no,,C and Java,,,,,,,,,,,,,,,,,,,,
PieCloudDB,,Relational DBMS,,"Score,0.01,Rank,#384,Overall,#158,Relational DBMS",openpie.com,,,,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
SWC-DB,,Wide column store,,"Score,0.01,Rank,#385,Overall,#13,Wide column stores","github.com/kashirin-alex/swc-db,www.swcdb.org",,,2020,,Open Source,GPL V3,no,,C++,,,,,,,,,,,,,,,,,,,,
WakandaDB,,Object oriented DBMS,,"Score,0.00,Rank,#386,Overall,#22,Object oriented DBMS",wakanda.github.io,,,2012,,Open Source,"AGPLv3, extended commercial license available",no,,"C++, JavaScript",,,,,,,,,,,,,,,,,,,,
Faircom EDGE,,"Key-value store,Relational DBMS",,"Score,0.00,Rank,#387,Overall,#61,Key-value stores,#159,Relational DBMS",www.faircom.com/products/faircomedge-iot-database,,,1979,,commercial,"Restricted, free version available",no,,"ANSI C, C++",,,,,,,,,,,,,,,,,,,,
SwayDB,,Key-value store,,"Score,0.00,Rank,#388,Overall,#62,Key-value stores",swaydb.io,,,2018,,Open Source,GNU Affero GPL V3.0,no,,Scala,,,,,,,,,,,,,,,,,,,,
BergDB,,Key-value store,,"Score,0.00,Rank,#389,Overall,#63,Key-value stores",bergdb.com,,,2013,,Open Source,Gnu Affero General Public License (AGPL),no,,,,,,,,,,,,,,,,,,,,,,
Cachelot.io,,Key-value store,,,cachelot.io,,,2015,,Open Source,Simplified BSD License,no,,C++,,,,,,,,,,,,,,,,,,,,
CortexDB,,"Document store,Key-value store",,"Score,0.00,Rank,#389,Overall,#56,Document stores,#63,Key-value stores",www.cortex-ag.com,,,2014,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
CovenantSQL,,Relational DBMS,,"Score,0.00,Rank,#389,Overall,#160,Relational DBMS",covenantsql.io,,,2018,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
DaggerDB,,Relational DBMS,,,www.daggerdb.com,,,2014,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
